zipcode,city,kreis,state
89171,Illerkirchberg,Alb-Donau-Kreis,Baden-Württemberg
89619,Unterstadion,Alb-Donau-Kreis,Baden-Württemberg
89601,Schelklingen,Alb-Donau-Kreis,Baden-Württemberg
89192,Rammingen/Württemberg,Alb-Donau-Kreis,Baden-Württemberg
89176,Asselfingen,Alb-Donau-Kreis,Baden-Württemberg
89195,Staig,Alb-Donau-Kreis,Baden-Württemberg
89185,Hüttisheim,Alb-Donau-Kreis,Baden-Württemberg
89604,Allmendingen,Alb-Donau-Kreis,Baden-Württemberg
89177,Börslingen,Alb-Donau-Kreis,Baden-Württemberg
89608,Griesingen,Alb-Donau-Kreis,Baden-Württemberg
89182,Bernstadt (Württ.),Alb-Donau-Kreis,Baden-Württemberg
89617,Untermarchtal,Alb-Donau-Kreis,Baden-Württemberg
89597,Munderkingen,Alb-Donau-Kreis,Baden-Württemberg
89165,Wain,Kreis Biberach,Baden-Württemberg
88489,Wain,Kreis Biberach,Baden-Württemberg
89165,Dietenheim,Alb-Donau-Kreis,Baden-Württemberg
73466,Lauchheim,Ostalbkreis,Baden-Württemberg
73463,Westhausen/Württemberg,Ostalbkreis,Baden-Württemberg
73469,Riesbürg,Ostalbkreis,Baden-Württemberg
73450,Neresheim,Ostalbkreis,Baden-Württemberg
73441,Neresheim,Ostalbkreis,Baden-Württemberg
73441,Bopfingen,Ostalbkreis,Baden-Württemberg
73547,Wäschenbeuren,Kreis Göppingen,Baden-Württemberg
73116,Wäschenbeuren,Kreis Göppingen,Baden-Württemberg
73547,Lorch/Württemberg,Ostalbkreis,Baden-Württemberg
74746,Höpfingen,Neckar-Odenwald-Kreis,Baden-Württemberg
74747,Ravenstein,Neckar-Odenwald-Kreis,Baden-Württemberg
74740,Adelsheim,Neckar-Odenwald-Kreis,Baden-Württemberg
74706,Osterburken,Neckar-Odenwald-Kreis,Baden-Württemberg
74864,Fahrenbach,Neckar-Odenwald-Kreis,Baden-Württemberg
74838,Limbach/Baden,Neckar-Odenwald-Kreis,Baden-Württemberg
74834,Limbach/Baden,Neckar-Odenwald-Kreis,Baden-Württemberg
74850,Schefflenz,Neckar-Odenwald-Kreis,Baden-Württemberg
74842,Billigheim,Neckar-Odenwald-Kreis,Baden-Württemberg
74834,Elztal,Neckar-Odenwald-Kreis,Baden-Württemberg
79111,Elztal,Neckar-Odenwald-Kreis,Baden-Württemberg
74865,Neckarzimmern,Neckar-Odenwald-Kreis,Baden-Württemberg
74821,Mosbach,Neckar-Odenwald-Kreis,Baden-Württemberg
74928,Hüffenhardt,Neckar-Odenwald-Kreis,Baden-Württemberg
74855,Haßmersheim,Neckar-Odenwald-Kreis,Baden-Württemberg
79114,Haßmersheim,Neckar-Odenwald-Kreis,Baden-Württemberg
79112,Haßmersheim,Neckar-Odenwald-Kreis,Baden-Württemberg
74862,Binau,Neckar-Odenwald-Kreis,Baden-Württemberg
74847,Obrigheim/Baden,Neckar-Odenwald-Kreis,Baden-Württemberg
74869,Schwarzach/Odenwald,Neckar-Odenwald-Kreis,Baden-Württemberg
74867,Neunkirchen b. Mosbach,Neckar-Odenwald-Kreis,Baden-Württemberg
74858,Aglasterhausen,Neckar-Odenwald-Kreis,Baden-Württemberg
69242,Mühlhausen/Kraichgau,Rhein-Neckar-Kreis,Baden-Württemberg
71120,Mühlhausen/Kraichgau,Rhein-Neckar-Kreis,Baden-Württemberg
75395,Ostelsheim,Kreis Calw,Baden-Württemberg
71263,Weil der Stadt,Kreis Böblingen,Baden-Württemberg
74639,Zweiflingen,Hohenlohekreis,Baden-Württemberg
75397,Simmozheim,Kreis Calw,Baden-Württemberg
75382,Althengstett,Kreis Calw,Baden-Württemberg
75365,Calw,Kreis Calw,Baden-Württemberg
74676,Niedernhall,Hohenlohekreis,Baden-Württemberg
74679,Weißbach/Württemberg,Hohenlohekreis,Baden-Württemberg
74214,Schöntal,Hohenlohekreis,Baden-Württemberg
79110,Schöntal,Hohenlohekreis,Baden-Württemberg
79108,Schöntal,Hohenlohekreis,Baden-Württemberg
75385,Neuweiler,Kreis Calw,Baden-Württemberg
75389,Neuweiler,Kreis Calw,Baden-Württemberg
75385,Bad Teinach-Zavelstein,Kreis Calw,Baden-Württemberg
88524,Uttenweiler,Kreis Biberach,Baden-Württemberg
88529,Zwiefalten,Kreis Reutlingen,Baden-Württemberg
74677,Dörzbach,Hohenlohekreis,Baden-Württemberg
88441,Mittelbiberach,Kreis Biberach,Baden-Württemberg
88471,Laupheim,Kreis Biberach,Baden-Württemberg
88718,Daisendorf,Bodenseekreis,Baden-Württemberg
88379,Daisendorf,Bodenseekreis,Baden-Württemberg
88373,Fleischwangen,Kreis Ravensburg,Baden-Württemberg
88483,Burgrieden,Kreis Biberach,Baden-Württemberg
88085,Langenargen,Bodenseekreis,Baden-Württemberg
74238,Krautheim/Jagst,Hohenlohekreis,Baden-Württemberg
88255,Baienfurt,Kreis Ravensburg,Baden-Württemberg
88317,Aichstetten,Kreis Ravensburg,Baden-Württemberg
88410,Bad Wurzach,Kreis Ravensburg,Baden-Württemberg
88437,Maselheim,Kreis Biberach,Baden-Württemberg
88453,Kirchdorf an der Iller,Kreis Biberach,Baden-Württemberg
88457,Kirchdorf an der Iller,Kreis Biberach,Baden-Württemberg
88450,Kirchdorf an der Iller,Kreis Biberach,Baden-Württemberg
88459,Kirchdorf an der Iller,Kreis Biberach,Baden-Württemberg
88453,Erolzheim,Kreis Biberach,Baden-Württemberg
88690,Uhldingen-Mühlhofen,Bodenseekreis,Baden-Württemberg
88719,Stetten b. Meersburg,Bodenseekreis,Baden-Württemberg
71297,Mönsheim,Enzkreis,Baden-Württemberg
88074,Meckenbeuren,Bodenseekreis,Baden-Württemberg
88267,Vogt,Kreis Ravensburg,Baden-Württemberg
88276,Berg Kr. Ravensburg,Kreis Ravensburg,Baden-Württemberg
88374,Hoßkirch,Kreis Ravensburg,Baden-Württemberg
88379,Unterwaldhausen,Kreis Ravensburg,Baden-Württemberg
88682,Salem/Baden,Bodenseekreis,Baden-Württemberg
71296,Heimsheim,Enzkreis,Baden-Württemberg
88239,Wangen im Allgäu,Kreis Ravensburg,Baden-Württemberg
88433,Schemmerhofen,Kreis Biberach,Baden-Württemberg
88450,Berkheim,Kreis Biberach,Baden-Württemberg
88527,Unlingen,Kreis Biberach,Baden-Württemberg
88709,Hagnau am Bodensee,Bodenseekreis,Baden-Württemberg
88289,Waldburg,Kreis Ravensburg,Baden-Württemberg
88371,Ebersbach-Musbach,Kreis Ravensburg,Baden-Württemberg
88376,Königseggwald,Kreis Ravensburg,Baden-Württemberg
71292,Friolzheim,Enzkreis,Baden-Württemberg
88487,Mietingen,Kreis Biberach,Baden-Württemberg
88250,Weingarten/Württemberg,Kreis Ravensburg,Baden-Württemberg
88339,Bad Waldsee,Kreis Ravensburg,Baden-Württemberg
88368,Bergatreute,Kreis Ravensburg,Baden-Württemberg
88451,Dettingen an der Iller,Kreis Biberach,Baden-Württemberg
88521,Ertingen,Kreis Biberach,Baden-Württemberg
88147,Achberg,Kreis Ravensburg,Baden-Württemberg
74575,Schrozberg,Kreis Schwäbisch Hall,Baden-Württemberg
88377,Schrozberg,Kreis Schwäbisch Hall,Baden-Württemberg
88515,Langenenslingen,Kreis Biberach,Baden-Württemberg
88271,Wilhelmsdorf/Württemberg,Kreis Ravensburg,Baden-Württemberg
88361,Eichstegen,Kreis Ravensburg,Baden-Württemberg
88448,Attenweiler,Kreis Biberach,Baden-Württemberg
74572,Blaufelden,Kreis Schwäbisch Hall,Baden-Württemberg
88459,Tannheim,Kreis Biberach,Baden-Württemberg
74673,Mulfingen,Hohenlohekreis,Baden-Württemberg
74595,Langenburg,Kreis Schwäbisch Hall,Baden-Württemberg
74547,Untermünkheim,Kreis Schwäbisch Hall,Baden-Württemberg
74420,Oberrot,Kreis Schwäbisch Hall,Baden-Württemberg
74629,Pfedelbach,Hohenlohekreis,Baden-Württemberg
75335,Dobel,Kreis Calw,Baden-Württemberg
75323,Bad Wildbad im Schwarzwald,Kreis Calw,Baden-Württemberg
73345,Hohenstadt,Kreis Göppingen,Baden-Württemberg
79106,Hohenstadt,Kreis Göppingen,Baden-Württemberg
79115,Hohenstadt,Kreis Göppingen,Baden-Württemberg
79104,Hohenstadt,Kreis Göppingen,Baden-Württemberg
73733,Esslingen am Neckar,Kreis Esslingen,Baden-Württemberg
73732,Esslingen am Neckar,Kreis Esslingen,Baden-Württemberg
73730,Esslingen am Neckar,Kreis Esslingen,Baden-Württemberg
74426,Esslingen am Neckar,Kreis Esslingen,Baden-Württemberg
74424,Bühlertann,Kreis Schwäbisch Hall,Baden-Württemberg
74423,Obersontheim,Kreis Schwäbisch Hall,Baden-Württemberg
79117,Obersontheim,Kreis Schwäbisch Hall,Baden-Württemberg
79102,Obersontheim,Kreis Schwäbisch Hall,Baden-Württemberg
79100,Obersontheim,Kreis Schwäbisch Hall,Baden-Württemberg
74429,Sulzbach-Laufen,Kreis Schwäbisch Hall,Baden-Württemberg
71577,Großerlach,Rems-Murr-Kreis,Baden-Württemberg
71560,Großerlach,Rems-Murr-Kreis,Baden-Württemberg
71570,Backnang,Rems-Murr-Kreis,Baden-Württemberg
71522,Backnang,Rems-Murr-Kreis,Baden-Württemberg
71570,Oppenweiler,Rems-Murr-Kreis,Baden-Württemberg
71560,Oppenweiler,Rems-Murr-Kreis,Baden-Württemberg
71560,Sulzbach an der Murr,Rems-Murr-Kreis,Baden-Württemberg
71579,Aspach b. Backnang,Rems-Murr-Kreis,Baden-Württemberg
71546,Aspach b. Backnang,Rems-Murr-Kreis,Baden-Württemberg
71579,Spiegelberg,Rems-Murr-Kreis,Baden-Württemberg
74427,Fichtenberg/Württemberg,Kreis Schwäbisch Hall,Baden-Württemberg
71540,Fichtenberg/Württemberg,Kreis Schwäbisch Hall,Baden-Württemberg
71540,Murrhardt,Rems-Murr-Kreis,Baden-Württemberg
79098,Murrhardt,Rems-Murr-Kreis,Baden-Württemberg
73072,Donzdorf,Kreis Göppingen,Baden-Württemberg
71409,Schwaikheim,Rems-Murr-Kreis,Baden-Württemberg
71665,Schwaikheim,Rems-Murr-Kreis,Baden-Württemberg
71282,Hemmingen/Württemberg,Kreis Ludwigsburg,Baden-Württemberg
71254,Ditzingen,Kreis Ludwigsburg,Baden-Württemberg
71287,Weissach Württemberg,Kreis Böblingen,Baden-Württemberg
71277,Rutesheim,Kreis Böblingen,Baden-Württemberg
71272,Magstadt,Kreis Böblingen,Baden-Württemberg
71106,Magstadt,Kreis Böblingen,Baden-Württemberg
71272,Renningen,Kreis Böblingen,Baden-Württemberg
71229,Leonberg/Württemberg,Kreis Böblingen,Baden-Württemberg
71696,Möglingen,Kreis Ludwigsburg,Baden-Württemberg
71732,Tamm,Kreis Ludwigsburg,Baden-Württemberg
71732,Asperg,Kreis Ludwigsburg,Baden-Württemberg
71679,Asperg,Kreis Ludwigsburg,Baden-Württemberg
73035,Göppingen,Kreis Göppingen,Baden-Württemberg
73037,Göppingen,Kreis Göppingen,Baden-Württemberg
73033,Göppingen,Kreis Göppingen,Baden-Württemberg
73116,Göppingen,Kreis Göppingen,Baden-Württemberg
71726,Benningen/Neckar,Kreis Ludwigsburg,Baden-Württemberg
71691,Freiberg am Neckar,Kreis Ludwigsburg,Baden-Württemberg
73527,Täferrot,Ostalbkreis,Baden-Württemberg
73577,Täferrot,Ostalbkreis,Baden-Württemberg
71576,Burgstetten,Rems-Murr-Kreis,Baden-Württemberg
71397,Leutenbach/Württemberg,Rems-Murr-Kreis,Baden-Württemberg
71573,Allmersbach im Tal,Rems-Murr-Kreis,Baden-Württemberg
72175,Allmersbach im Tal,Rems-Murr-Kreis,Baden-Württemberg
72293,Glatten,Kreis Freudenstadt,Baden-Württemberg
76275,Ettlingen,Kreis Karlsruhe,Baden-Württemberg
76359,Ettlingen,Kreis Karlsruhe,Baden-Württemberg
72290,Loßburg,Kreis Freudenstadt,Baden-Württemberg
72275,Alpirsbach,Kreis Freudenstadt,Baden-Württemberg
76199,Alpirsbach,Kreis Freudenstadt,Baden-Württemberg
76139,Alpirsbach,Kreis Freudenstadt,Baden-Württemberg
76185,Alpirsbach,Kreis Freudenstadt,Baden-Württemberg
76661,Philippsburg,Kreis Karlsruhe,Baden-Württemberg
76149,Philippsburg,Kreis Karlsruhe,Baden-Württemberg
73577,Ruppertshofen b. Schwäbisch,Ostalbkreis,Baden-Württemberg
73447,Oberkochen,Ostalbkreis,Baden-Württemberg
73574,Göggingen,Ostalbkreis,Baden-Württemberg
73575,Göggingen,Ostalbkreis,Baden-Württemberg
73571,Göggingen,Ostalbkreis,Baden-Württemberg
73574,Iggingen,Ostalbkreis,Baden-Württemberg
73563,Essingen/Württemberg,Ostalbkreis,Baden-Württemberg
73566,Essingen/Württemberg,Ostalbkreis,Baden-Württemberg
73457,Essingen/Württemberg,Ostalbkreis,Baden-Württemberg
73563,Mögglingen,Ostalbkreis,Baden-Württemberg
73560,Böbingen a.d. Rems,Ostalbkreis,Baden-Württemberg
73575,Leinzell,Ostalbkreis,Baden-Württemberg
73572,Heuchlingen,Ostalbkreis,Baden-Württemberg
76706,Dettenheim,Kreis Karlsruhe,Baden-Württemberg
73492,Rainau,Ostalbkreis,Baden-Württemberg
76297,Stutensee,Kreis Karlsruhe,Baden-Württemberg
76133,Stutensee,Kreis Karlsruhe,Baden-Württemberg
76337,Waldbronn,Kreis Karlsruhe,Baden-Württemberg
76351,Linkenheim-Hochstetten,Kreis Karlsruhe,Baden-Württemberg
76676,Graben-Neudorf,Kreis Karlsruhe,Baden-Württemberg
76189,Graben-Neudorf,Kreis Karlsruhe,Baden-Württemberg
73630,Remshalden,Rems-Murr-Kreis,Baden-Württemberg
76707,Hambrücken,Kreis Karlsruhe,Baden-Württemberg
76307,Karlsbad,Kreis Karlsruhe,Baden-Württemberg
76359,Karlsbad,Kreis Karlsruhe,Baden-Württemberg
76135,Karlsbad,Kreis Karlsruhe,Baden-Württemberg
76344,Eggenstein-Leopoldshafen,Kreis Karlsruhe,Baden-Württemberg
76356,Weingarten/Baden,Kreis Karlsruhe,Baden-Württemberg
73669,Lichtenwald,Kreis Esslingen,Baden-Württemberg
76684,Östringen,Kreis Karlsruhe,Baden-Württemberg
76709,Kronau,Kreis Karlsruhe,Baden-Württemberg
76316,Malsch Kr. Karlsruhe,Kreis Karlsruhe,Baden-Württemberg
76530,Malsch Kr. Karlsruhe,Kreis Karlsruhe,Baden-Württemberg
76534,Malsch Kr. Karlsruhe,Kreis Karlsruhe,Baden-Württemberg
73650,Winterbach b. Schorndorf,Rems-Murr-Kreis,Baden-Württemberg
76359,Marxzell,Kreis Karlsruhe,Baden-Württemberg
76689,Karlsdorf-Neuthard,Kreis Karlsruhe,Baden-Württemberg
76227,Karlsdorf-Neuthard,Kreis Karlsruhe,Baden-Württemberg
76327,Pfinztal,Kreis Karlsruhe,Baden-Württemberg
73666,Baltmannsweiler,Kreis Esslingen,Baden-Württemberg
76694,Forst/Baden,Kreis Karlsruhe,Baden-Württemberg
76597,Loffenau,Kreis Rastatt,Baden-Württemberg
76332,Loffenau,Kreis Rastatt,Baden-Württemberg
76228,Loffenau,Kreis Rastatt,Baden-Württemberg
76703,Kraichtal,Kreis Karlsruhe,Baden-Württemberg
72296,Schopfloch Kr. Freudstadt,Kreis Freudenstadt,Baden-Württemberg
76287,Rheinstetten,Kreis Karlsruhe,Baden-Württemberg
76131,Rheinstetten,Kreis Karlsruhe,Baden-Württemberg
76332,Bad Herrenalb,Kreis Calw,Baden-Württemberg
76669,Bad Schönborn,Kreis Karlsruhe,Baden-Württemberg
76187,Bad Schönborn,Kreis Karlsruhe,Baden-Württemberg
76698,Ubstadt-Weiher,Kreis Karlsruhe,Baden-Württemberg
71394,Kernen im Remstal,Rems-Murr-Kreis,Baden-Württemberg
75339,Höfen an der Enz,Kreis Calw,Baden-Württemberg
71139,Ehningen,Kreis Böblingen,Baden-Württemberg
72250,Freudenstadt,Kreis Freudenstadt,Baden-Württemberg
72250,Bad Peterstal-Griesbach,Ortenaukreis,Baden-Württemberg
77740,Bad Peterstal-Griesbach,Ortenaukreis,Baden-Württemberg
72270,Baiersbronn,Kreis Freudenstadt,Baden-Württemberg
72280,Dornstetten,Kreis Freudenstadt,Baden-Württemberg
72178,Waldachtal,Kreis Freudenstadt,Baden-Württemberg
72285,Pfalzgrafenweiler,Kreis Freudenstadt,Baden-Württemberg
72229,Rohrdorf b. Nagold,Kreis Calw,Baden-Württemberg
72221,Haiterbach,Kreis Calw,Baden-Württemberg
72227,Egenhausen,Kreis Calw,Baden-Württemberg
72299,Wörnersberg,Kreis Freudenstadt,Baden-Württemberg
72294,Grömbach,Kreis Freudenstadt,Baden-Württemberg
72297,Grömbach,Kreis Freudenstadt,Baden-Württemberg
72297,Seewald,Kreis Freudenstadt,Baden-Württemberg
72213,Altensteig,Kreis Calw,Baden-Württemberg
72226,Simmersfeld,Kreis Calw,Baden-Württemberg
76596,Forbach,Kreis Rastatt,Baden-Württemberg
76599,Weisenbach,Kreis Rastatt,Baden-Württemberg
76593,Gernsbach,Kreis Rastatt,Baden-Württemberg
75236,Kämpfelbach,Enzkreis,Baden-Württemberg
76448,Durmersheim,Kreis Rastatt,Baden-Württemberg
76477,Elchesheim-Illingen,Kreis Rastatt,Baden-Württemberg
76467,Bietigheim Kr. Rastatt,Kreis Rastatt,Baden-Württemberg
76479,Steinmauern,Kreis Rastatt,Baden-Württemberg
76476,Bischweier,Kreis Rastatt,Baden-Württemberg
76456,Kuppenheim,Kreis Rastatt,Baden-Württemberg
76549,Hügelsheim,Kreis Rastatt,Baden-Württemberg
77773,Schenkenzell,Kreis Rottweil,Baden-Württemberg
78733,Schenkenzell,Kreis Rottweil,Baden-Württemberg
77776,Bad Rippoldsau-Schapbach,Kreis Freudenstadt,Baden-Württemberg
77889,Seebach/Baden,Ortenaukreis,Baden-Württemberg
77883,Ottenhöfen im Schwarzwald,Ortenaukreis,Baden-Württemberg
77794,Lautenbach,Ortenaukreis,Baden-Württemberg
77694,Kehl,Ortenaukreis,Baden-Württemberg
77731,Willstätt,Ortenaukreis,Baden-Württemberg
77767,Appenweier,Ortenaukreis,Baden-Württemberg
77799,Ortenberg/Baden,Ortenaukreis,Baden-Württemberg
77797,Ohlsbach,Ortenaukreis,Baden-Württemberg
77770,Durbach,Ortenaukreis,Baden-Württemberg
77728,Oppenau,Ortenaukreis,Baden-Württemberg
73116,Oppenau,Ortenaukreis,Baden-Württemberg
73102,Oppenau,Ortenaukreis,Baden-Württemberg
73117,Wangen Kr. Göppingen,Kreis Göppingen,Baden-Württemberg
73104,Börtlingen,Kreis Göppingen,Baden-Württemberg
73099,Adelberg,Kreis Göppingen,Baden-Württemberg
73098,Rechberghausen,Kreis Göppingen,Baden-Württemberg
73110,Hattenhofen/Württemberg,Kreis Göppingen,Baden-Württemberg
73095,Albershausen,Kreis Göppingen,Baden-Württemberg
73066,Uhingen,Kreis Göppingen,Baden-Württemberg
73566,Bartholomä,Ostalbkreis,Baden-Württemberg
73540,Heubach,Ostalbkreis,Baden-Württemberg
71157,Hildrizhausen,Kreis Böblingen,Baden-Württemberg
71154,Nufringen,Kreis Böblingen,Baden-Württemberg
71134,Aidlingen,Kreis Böblingen,Baden-Württemberg
71116,Gärtringen,Kreis Böblingen,Baden-Württemberg
72224,Ebhausen,Kreis Calw,Baden-Württemberg
72218,Wildberg/Württemberg,Kreis Calw,Baden-Württemberg
72189,Vöhringen/Württemberg,Kreis Rottweil,Baden-Württemberg
72172,Sulz am Neckar,Kreis Rottweil,Baden-Württemberg
72186,Sulz am Neckar,Kreis Rottweil,Baden-Württemberg
72160,Sulz am Neckar,Kreis Rottweil,Baden-Württemberg
71159,Mötzingen,Kreis Böblingen,Baden-Württemberg
71126,Gäufelden,Kreis Böblingen,Baden-Württemberg
71083,Herrenberg,Kreis Böblingen,Baden-Württemberg
78658,Zimmern ob Rottweil,Kreis Rottweil,Baden-Württemberg
78652,Zimmern ob Rottweil,Kreis Rottweil,Baden-Württemberg
72336,Balingen,Zollernalbkreis,Baden-Württemberg
72415,Grosselfingen,Zollernalbkreis,Baden-Württemberg
72516,Scheer,Kreis Sigmaringen,Baden-Württemberg
72511,Bingen b. Sigmaringen,Kreis Sigmaringen,Baden-Württemberg
72510,Stetten am kalten Markt,Kreis Sigmaringen,Baden-Württemberg
78355,Hohenfels b. Stockach,Kreis Konstanz,Baden-Württemberg
72108,Rottenburg am Neckar,Kreis Tübingen,Baden-Württemberg
78250,Tengen,Kreis Konstanz,Baden-Württemberg
78183,Hüfingen,Schwarzwald-Baar-Kreis,Baden-Württemberg
78176,Blumberg/Baden,Schwarzwald-Baar-Kreis,Baden-Württemberg
78194,Immendingen,Kreis Tuttlingen,Baden-Württemberg
78073,Bad Dürrheim,Schwarzwald-Baar-Kreis,Baden-Württemberg
78086,Brigachtal,Schwarzwald-Baar-Kreis,Baden-Württemberg
78098,Triberg im Schwarzwald,Schwarzwald-Baar-Kreis,Baden-Württemberg
78141,Schönwald/Schwarzwald,Schwarzwald-Baar-Kreis,Baden-Württemberg
78120,Furtwangen im Schwarzwald,Schwarzwald-Baar-Kreis,Baden-Württemberg
73087,Furtwangen im Schwarzwald,Schwarzwald-Baar-Kreis,Baden-Württemberg
78266,Büsingen am Hochrhein,Kreis Konstanz,Baden-Württemberg
78262,Gailingen am Hochrhein,Kreis Konstanz,Baden-Württemberg
77963,Schwanau,Ortenaukreis,Baden-Württemberg
77974,Meißenheim,Ortenaukreis,Baden-Württemberg
77743,Neuried/Ortenaukreis,Ortenaukreis,Baden-Württemberg
77746,Schutterwald,Ortenaukreis,Baden-Württemberg
77948,Friesenheim/Baden,Ortenaukreis,Baden-Württemberg
77749,Hohberg,Ortenaukreis,Baden-Württemberg
77791,Berghaupten,Ortenaukreis,Baden-Württemberg
77723,Gengenbach,Ortenaukreis,Baden-Württemberg
77736,Zell am Harmersbach,Ortenaukreis,Baden-Württemberg
77960,Seelbach/Schutter,Ortenaukreis,Baden-Württemberg
77781,Biberach/Baden,Ortenaukreis,Baden-Württemberg
77790,Steinach/Baden,Ortenaukreis,Baden-Württemberg
77978,Schuttertal,Ortenaukreis,Baden-Württemberg
77756,Hausach,Ortenaukreis,Baden-Württemberg
77796,Mühlenbach,Ortenaukreis,Baden-Württemberg
77793,Gutach/Schwarzwaldbahn,Ortenaukreis,Baden-Württemberg
78737,Fluorn-Winzeln,Kreis Rottweil,Baden-Württemberg
78730,Fluorn-Winzeln,Kreis Rottweil,Baden-Württemberg
78132,Hornberg,Ortenaukreis,Baden-Württemberg
78136,Schonach im Schwarzwald,Schwarzwald-Baar-Kreis,Baden-Württemberg
71155,Altdorf Kr. Böblingen,Kreis Böblingen,Baden-Württemberg
71088,Holzgerlingen,Kreis Böblingen,Baden-Württemberg
72135,Dettenhausen,Kreis Tübingen,Baden-Württemberg
71101,Schönaich,Kreis Böblingen,Baden-Württemberg
71093,Weil im Schönbuch,Kreis Böblingen,Baden-Württemberg
71144,Steinenbronn,Kreis Böblingen,Baden-Württemberg
71111,Waldenbuch,Kreis Böblingen,Baden-Württemberg
78662,Bösingen,Kreis Rottweil,Baden-Württemberg
78739,Hardt b. Schramberg,Kreis Rottweil,Baden-Württemberg
78669,Wellendingen,Kreis Rottweil,Baden-Württemberg
78586,Deilingen,Kreis Tuttlingen,Baden-Württemberg
72202,Nagold,Kreis Calw,Baden-Württemberg
72184,Eutingen im Gäu,Kreis Freudenstadt,Baden-Württemberg
72160,Eutingen im Gäu,Kreis Freudenstadt,Baden-Württemberg
72186,Empfingen,Kreis Freudenstadt,Baden-Württemberg
72160,Horb am Neckar,Kreis Freudenstadt,Baden-Württemberg
72414,Rangendingen,Zollernalbkreis,Baden-Württemberg
78727,Rangendingen,Zollernalbkreis,Baden-Württemberg
78664,Eschbronn,Kreis Rottweil,Baden-Württemberg
78126,Königsfeld im Schwarzwald,Schwarzwald-Baar-Kreis,Baden-Württemberg
78078,Niedereschach,Schwarzwald-Baar-Kreis,Baden-Württemberg
78083,Niedereschach,Schwarzwald-Baar-Kreis,Baden-Württemberg
78083,Dauchingen,Schwarzwald-Baar-Kreis,Baden-Württemberg
78652,Deißlingen,Kreis Rottweil,Baden-Württemberg
78628,Deißlingen,Kreis Rottweil,Baden-Württemberg
78667,Villingendorf,Kreis Rottweil,Baden-Württemberg
78661,Dietingen,Kreis Rottweil,Baden-Württemberg
72369,Zimmern unter der Burg,Zollernalbkreis,Baden-Württemberg
72356,Dautmergen,Zollernalbkreis,Baden-Württemberg
72355,Schömberg b. Balingen,Zollernalbkreis,Baden-Württemberg
72359,Dotternhausen,Zollernalbkreis,Baden-Württemberg
72358,Dormettingen,Zollernalbkreis,Baden-Württemberg
72587,Römerstein,Kreis Reutlingen,Baden-Württemberg
72582,Grabenstetten,Kreis Reutlingen,Baden-Württemberg
72367,Weilen unter den Rinnen,Zollernalbkreis,Baden-Württemberg
72181,Starzach,Kreis Tübingen,Baden-Württemberg
74243,Langenbrettach,Kreis Heilbronn,Baden-Württemberg
75243,Neulingen,Enzkreis,Baden-Württemberg
75391,Gechingen,Kreis Calw,Baden-Württemberg
75392,Deckenpfronn,Kreis Böblingen,Baden-Württemberg
76137,Karlsruhe,Stadtkreis Karlsruhe,Baden-Württemberg
76229,Karlsruhe,Stadtkreis Karlsruhe,Baden-Württemberg
76484,Baden-Baden,Stadtkreis Baden-Baden,Baden-Württemberg
76532,Baden-Baden,Stadtkreis Baden-Baden,Baden-Württemberg
88480,Achstetten,Kreis Biberach,Baden-Württemberg
88516,Herbertingen,Kreis Sigmaringen,Baden-Württemberg
